EntrezID	GeneSymbol	Synonyms	GeneName	Chromosome
5201	PFDN1	PDF|PFD1	prefoldin subunit 1	chr5
5202	PFDN2	PFD2	prefoldin subunit 2	chr1
5203	PFDN4	C1|PFD4	prefoldin subunit 4	chr20
5204	PFDN5	MM-1|MM1|PFD5	prefoldin subunit 5	chr12
5205	ATP8B1	ATPIC|BRIC|FIC1|ICP1|PFIC|PFIC1	ATPase, aminophospholipid transporter, class I, type 8B, member 1	chr18
5207	PFKFB1	F6PK|HL2K|PFRX	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	chrX
5208	PFKFB2	PFK-2/FBPase-2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	chr1
5209	PFKFB3	IPFK2|PFK2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	chr10
5210	PFKFB4	-	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	chr3
5211	PFKL	PFK-B	phosphofructokinase, liver	chr21
5213	PFKM	GSD7|PFK-1|PFK1|PFKA|PFKX	phosphofructokinase, muscle	chr12
5214	PFKP	PFK-C|PFKF	phosphofructokinase, platelet	chr10
5216	PFN1	ALS18	profilin 1	chr17
5217	PFN2	D3S1319E|PFL	profilin 2	chr3
5224	PGAM2	GSD10|PGAM-M|PGAMM	phosphoglycerate mutase 2 (muscle)	chr7
5225	PGC	PEPC|PGII	progastricsin (pepsinogen C)	chr6
5226	PGD	6PGD	phosphogluconate dehydrogenase	chr1
5228	PGF	D12S1900|PGFL|PLGF|PlGF-2|SHGC-10760	placental growth factor	chr14
5229	PGGT1B	BGGI|GGTI	protein geranylgeranyltransferase type I, beta subunit	chr5
5230	PGK1	MIG10|PGKA	phosphoglycerate kinase 1	chrX
5232	PGK2	PGKB|PGKPS|dJ417L20.2	phosphoglycerate kinase 2	chr6
5236	PGM1	CDG1T|GSD14	phosphoglucomutase 1	chr1
5238	PGM3	AGM1|PAGM|PGM 3	phosphoglucomutase 3	chr6
5239	PGM5	PGMRP	phosphoglucomutase 5	chr9
5241	PGR	NR3C3|PR	progesterone receptor	chr11
5243	ABCB1	ABC20|CD243|CLCS|GP170|MDR1|P-GP|PGY1	ATP-binding cassette, sub-family B (MDR/TAP), member 1	chr7
5244	ABCB4	ABC21|GBD1|ICP3|MDR2|MDR2/3|MDR3|PFIC-3|PGY3	ATP-binding cassette, sub-family B (MDR/TAP), member 4	chr7
5245	PHB	PHB1	prohibitin	chr17
5250	SLC25A3	PHC|PTP	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3	chr12
5251	PHEX	HPDR|HPDR1|HYP|HYP1|LXHR|PEX|XLH	phosphate regulating endopeptidase homolog, X-linked	chrX
5252	PHF1	MTF2L2|PCL1|PHF2|TDRD19C|hPHF1	PHD finger protein 1	chr6
5253	PHF2	CENP-35|GRC5|JHDM1E	PHD finger protein 2	chr9
5255	PHKA1	PHKA	phosphorylase kinase, alpha 1 (muscle)	chrX
5256	PHKA2	GSD9A|PHK|PYK|PYKL|XLG|XLG2	phosphorylase kinase, alpha 2 (liver)	chrX
5257	PHKB	-	phosphorylase kinase, beta	chr16
5260	PHKG1	PHKG	phosphorylase kinase, gamma 1 (muscle)	chr7
5261	PHKG2	GSD9C	phosphorylase kinase, gamma 2 (testis)	chr16
5264	PHYH	LN1|LNAP1|PAHX|PHYH1|RD	phytanoyl-CoA 2-hydroxylase	chr10
5265	SERPINA1	A1A|A1AT|AAT|PI|PI1|PRO2275|alpha1AT	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	chr14
5266	PI3	ESI|SKALP|WAP3|WFDC14|cementoin	peptidase inhibitor 3, skin-derived	chr20
5267	SERPINA4	KAL|KLST|KST|PI-4|PI4|kallistatin	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 4	chr14
5268	SERPINB5	PI5|maspin	serpin peptidase inhibitor, clade B (ovalbumin), member 5	chr18
5269	SERPINB6	CAP|DFNB91|MSTP057|PI-6|PI6|PTI|SPI3	serpin peptidase inhibitor, clade B (ovalbumin), member 6	chr6
5270	SERPINE2	GDN|GDNPF|PI-7|PI7|PN-1|PN1|PNI	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2	chr2
5271	SERPINB8	CAP2|PI8	serpin peptidase inhibitor, clade B (ovalbumin), member 8	chr18
5272	SERPINB9	CAP-3|CAP3|PI-9|PI9	serpin peptidase inhibitor, clade B (ovalbumin), member 9	chr6
5273	SERPINB10	PI-10|PI10	serpin peptidase inhibitor, clade B (ovalbumin), member 10	chr18
5274	SERPINI1	PI12|neuroserpin	serpin peptidase inhibitor, clade I (neuroserpin), member 1	chr3
5275	SERPINB13	HSHUR7SEQ|HUR7|PI13|headpin	serpin peptidase inhibitor, clade B (ovalbumin), member 13	chr18
5276	SERPINI2	MEPI|PANCPIN|PI14|TSA2004	serpin peptidase inhibitor, clade I (pancpin), member 2	chr3
5277	PIGA	GPI3|MCAHS2|PIG-A	phosphatidylinositol glycan anchor biosynthesis, class A	chrX
5279	PIGC	GPI2	phosphatidylinositol glycan anchor biosynthesis, class C	chr1
5281	PIGF	-	phosphatidylinositol glycan anchor biosynthesis, class F	chr2
5283	PIGH	GPI-H	phosphatidylinositol glycan anchor biosynthesis, class H	chr14
5284	PIGR	-	polymeric immunoglobulin receptor	chr1
5287	PIK3C2B	C2-PI3K	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 beta	chr1
5288	PIK3C2G	PI3K-C2GAMMA	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 gamma	chr12
5289	PIK3C3	VPS34|hVps34	phosphatidylinositol 3-kinase, catalytic subunit type 3	chr18
5290	PIK3CA	CLOVE|CWS5|MCAP|MCM|MCMTC|PI3K|p110-alpha	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha	chr3
5291	PIK3CB	P110BETA|PI3K|PI3KBETA|PIK3C1	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta	chr3
5292	PIM1	PIM	pim-1 oncogene	chr6
5293	PIK3CD	P110DELTA|PI3K|p110D	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta	chr1
5294	PIK3CG	PI3CG|PI3K|PI3Kgamma|PIK3	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma	chr7
5295	PIK3R1	AGM7|GRB1|p85|p85-ALPHA	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	chr5
5296	PIK3R2	MPPH|P85B|p85|p85-BETA	phosphoinositide-3-kinase, regulatory subunit 2 (beta)	chr19
5300	PIN1	DOD|UBL5	peptidylprolyl cis/trans isomerase, NIMA-interacting 1	chr19
5303	PIN4	EPVH|PAR14|PAR17	protein (peptidylprolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin)	chrX
5304	PIP	GCDFP-15|GCDFP15|GPIP4	prolactin-induced protein	chr7
5305	PIP4K2A	PI5P4KA|PIP5K2A|PIP5KII-alpha|PIP5KIIA|PIPK	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha	chr10
5306	PITPNA	PI-TPalpha|PITPN|VIB1A	phosphatidylinositol transfer protein, alpha	chr17
5307	PITX1	BFT|CCF|LBNBG|POTX|PTX1	paired-like homeodomain 1	chr5
5308	PITX2	ARP1|Brx1|IDG2|IGDS|IGDS2|IHG2|IRID2|Otlx2|PTX2|RGS|RIEG|RIEG1|RS	paired-like homeodomain 2	chr4
5309	PITX3	CTPP4|CTRCT11|PTX3	paired-like homeodomain 3	chr10
5310	PKD1	PBP|Pc-1|TRPP1	polycystic kidney disease 1 (autosomal dominant)	chr16
5311	PKD2	APKD2|PC2|PKD4|Pc-2|TRPP2	polycystic kidney disease 2 (autosomal dominant)	chr4
5313	PKLR	PK1|PKL|PKR|PKRL|RPK	pyruvate kinase, liver and RBC	chr1
5315	PKM2	CTHBP|OIP3|PK3|PKM2|TCB|THBP1	pyruvate kinase, muscle	chr15
5316	PKNOX1	PREP1|pkonx1c	PBX/knotted 1 homeobox 1	chr21
5317	PKP1	B6P	plakophilin 1 (ectodermal dysplasia/skin fragility syndrome)	chr1
5318	PKP2	ARVD9	plakophilin 2	chr12
5319	PLA2G1B	PLA2|PLA2A|PPLA2	phospholipase A2, group IB (pancreas)	chr12
5320	PLA2G2A	MOM1|PLA2|PLA2B|PLA2L|PLA2S|PLAS1|sPLA2	phospholipase A2, group IIA (platelets, synovial fluid)	chr1
5321	PLA2G4A	PLA2G4|cPLA2-alpha	phospholipase A2, group IVA (cytosolic, calcium-dependent)	chr1
5322	PLA2G5	FRFB|GV-PLA2|PLA2-10|hVPLA(2)	phospholipase A2, group V	chr1
5324	PLAG1	PSA|SGPA|ZNF912	pleiomorphic adenoma gene 1	chr8
5325	PLAGL1	LOT1|ZAC|ZAC1	pleiomorphic adenoma gene-like 1	chr6
5326	PLAGL2	ZNF900	pleiomorphic adenoma gene-like 2	chr20
5327	PLAT	T-PA|TPA	plasminogen activator, tissue	chr8
5328	PLAU	ATF|BDPLT5|QPD|UPA|URK|u-PA	plasminogen activator, urokinase	chr10
5329	PLAUR	CD87|U-PAR|UPAR|URKR	plasminogen activator, urokinase receptor	chr19
5330	PLCB2	-	phospholipase C, beta 2	chr15
5331	PLCB3	-	phospholipase C, beta 3 (phosphatidylinositol-specific)	chr11
5332	PLCB4	ARCND2|PI-PLC	phospholipase C, beta 4	chr20
5333	PLCD1	NDNC3|PLC-III	phospholipase C, delta 1	chr3
5334	PLCL1	PLCE|PLCL|PLDL1|PRIP	phospholipase C-like 1	chr2
5335	PLCG1	NCKAP3|PLC-II|PLC1|PLC148|PLCgamma1	phospholipase C, gamma 1	chr20
5336	PLCG2	APLAID|FCAS3	phospholipase C, gamma 2 (phosphatidylinositol-specific)	chr16
5337	PLD1	-	phospholipase D1, phosphatidylcholine-specific	chr3
5338	PLD2	-	phospholipase D2	chr17
5340	PLG	-	plasminogen	chr6
5341	PLEK	P47	pleckstrin	chr2
5345	SERPINF2	A2AP|AAP|ALPHA-2-PI|API|PLI	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2	chr17
5347	PLK1	PLK|STPK13	polo-like kinase 1	chr16
5348	FXYD1	PLM	FXYD domain containing ion transport regulator 1	chr19
5349	FXYD3	MAT8|PLML	FXYD domain containing ion transport regulator 3	chr19
5350	PLN	CMD1P|CMH18|PLB	phospholamban	chr6
5351	PLOD1	EDS6|LH|LH1|LLH|PLOD	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1	chr1
5352	PLOD2	LH2|TLH	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2	chr3
5354	PLP1	GPM6C|HLD1|MMPL|PLP|PLP/DM20|PMD|SPG2	proteolipid protein 1	chrX
5355	PLP2	A4|A4LSB	proteolipid protein 2 (colonic epithelium-enriched)	chrX
5357	PLS1	-	plastin 1	chr3
5358	PLS3	T-plastin	plastin 3	chrX
5359	PLSCR1	MMTRA1B	phospholipid scramblase 1	chr3
5360	PLTP	BPIFE|HDLCQ9	phospholipid transfer protein	chr20
5361	PLXNA1	NOV|NOVP|PLEXIN-A1|PLXN1	plexin A1	chr3
5362	PLXNA2	OCT|PLXN2	plexin A2	chr1
5364	PLXNB1	PLEXIN-B1|PLXN5|SEP	plexin B1	chr3
5365	PLXNB3	PLEXB3|PLEXR|PLXN6	plexin B3	chrX
5366	PMAIP1	APR|NOXA	phorbol-12-myristate-13-acetate-induced protein 1	chr18
5368	PNOC	PPNOC	prepronociceptin	chr8
5371	PML	MYL|PP8675|RNF71|TRIM19	promyelocytic leukemia	chr15
5372	PMM1	Sec53	phosphomannomutase 1	chr22
5375	PMP2	FABP8|M-FABP|MP2|P2	peripheral myelin protein 2	chr8
5376	PMP22	CMT1A|CMT1E|DSS|GAS-3|HMSNIA|HNPP|Sp110	peripheral myelin protein 22	chr17
5378	PMS1	HNPCC3|PMSL1|hPMS1	PMS1 postmeiotic segregation increased 1 (S. cerevisiae)	chr2
5393	EXOSC9	PM/Scl-75|PMSCL1|RRP45|Rrp45p|p5|p6	exosome component 9	chr4
5394	EXOSC10	PM-Scl|PM/Scl-100|PMSCL|PMSCL2|RRP6|Rrp6p|p2|p3|p4	exosome component 10	chr1
5396	PRRX1	AGOTC|PHOX1|PMX1|PRX-1|PRX1	paired related homeobox 1	chr1
5407	PNLIPRP1	PLRP1	pancreatic lipase-related protein 1	chr10
5408	PNLIPRP2	PLRP2	pancreatic lipase-related protein 2	chr10
5409	PNMT	PENT|PNMTase	phenylethanolamine N-methyltransferase	chr17
5411	PNN	DRS|DRSP|SDK3|memA	pinin, desmosome associated protein	chr14
5412	UBL3	HCG-1|PNSC1	ubiquitin-like 3	chr13
5414	SEPT4	ARTS|BRADEION|CE5B3|H5|MART|PNUTL2|SEP4|hCDCREL-2	septin 4	chr17
5420	PODXL	Gp200|PC|PCLP|PCLP-1	podocalyxin-like	chr7
5422	POLA1	POLA|p180	polymerase (DNA directed), alpha 1, catalytic subunit	chrX
5423	POLB	-	polymerase (DNA directed), beta	chr8
5424	POLD1	CDC2|CRCS10|POLD	polymerase (DNA directed), delta 1, catalytic subunit	chr19
5425	POLD2	-	polymerase (DNA directed), delta 2, accessory subunit	chr7
5426	POLE	CRCS12|FILS|POLE1	polymerase (DNA directed), epsilon, catalytic subunit	chr12
5427	POLE2	DPE2	polymerase (DNA directed), epsilon 2, accessory subunit	chr14
5428	POLG	MDP1|MIRAS|MTDPS4A|MTDPS4B|PEO|POLG1|POLGA|SANDO|SCAE	polymerase (DNA directed), gamma	chr15
5429	POLH	RAD30|RAD30A|XP-V|XPV	polymerase (DNA directed), eta	chr6
5430	POLR2A	POLR2|POLRA|RPB1|RPBh1|RPO2|RPOL2|RpIILS|hRPB220|hsRPB1	polymerase (RNA) II (DNA directed) polypeptide A, 220kDa	chr17
5431	POLR2B	POL2RB|RPB2|hRPB140|hsRPB2	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	chr4
5432	POLR2C	RPB3|RPB31|hRPB33|hsRPB3	polymerase (RNA) II (DNA directed) polypeptide C, 33kDa	chr16
5433	POLR2D	HSRBP4|HSRPB4|RBP4|RPB16	polymerase (RNA) II (DNA directed) polypeptide D	chr2
5434	POLR2E	RPABC1|RPB5|XAP4|hRPB25|hsRPB5	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa	chr19
5435	POLR2F	HRBP14.4|POLRF|RPABC2|RPB14.4|RPB6	polymerase (RNA) II (DNA directed) polypeptide F	chr22
5436	POLR2G	RPB19|RPB7|hRPB19|hsRPB7	polymerase (RNA) II (DNA directed) polypeptide G	chr11
5437	POLR2H	RPABC3|RPB17|RPB8	polymerase (RNA) II (DNA directed) polypeptide H	chr3
5438	POLR2I	RPB9|hRPB14.5	polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa	chr19
5439	POLR2J	POLR2J1|RPB11|RPB11A|RPB11m|hRPB14	polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa	chr7
5440	POLR2K	ABC10-alpha|RPABC4|RPB10alpha|RPB12|RPB7.0|hRPB7.0|hsRPB10a	polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa	chr8
5442	POLRMT	APOLMT|MTRNAP|MTRPOL|h-mtRPOL	polymerase (RNA) mitochondrial (DNA directed)	chr19
5443	POMC	ACTH|CLIP|LPH|MSH|NPP|POC	proopiomelanocortin	chr2
5444	PON1	ESA|MVCD5|PON	paraoxonase 1	chr7
5445	PON2	-	paraoxonase 2	chr7
5446	PON3	-	paraoxonase 3	chr7
5447	POR	CPR|CYPOR|P450R	P450 (cytochrome) oxidoreductase	chr7
5449	POU1F1	CPHD1|GHF-1|PIT1|POU1F1a|Pit-1	POU class 1 homeobox 1	chr3
5450	POU2AF1	BOB1|OBF-1|OBF1|OCAB	POU class 2 associating factor 1	chr11
5451	POU2F1	OCT1|OTF1|oct-1B	POU class 2 homeobox 1	chr1
5452	POU2F2	OCT2|OTF2|Oct-2	POU class 2 homeobox 2	chr19
5453	POU3F1	OCT6|OTF6|SCIP	POU class 3 homeobox 1	chr1
5454	POU3F2	BRN2|N-Oct3|OCT7|OTF-7|OTF7|POUF3|brn-2|oct-7	POU class 3 homeobox 2	chr6
5455	POU3F3	BRN1|OTF8	POU class 3 homeobox 3	chr2
5457	POU4F1	BRN3A|Oct-T1|RDC-1|brn-3A	POU class 4 homeobox 1	chr13
5458	POU4F2	BRN3.2|BRN3B|Brn-3b	POU class 4 homeobox 2	chr4
5459	POU4F3	BRN3C|DFNA15	POU class 4 homeobox 3	chr5
5463	POU6F1	BRN5|MPOU|TCFB1	POU class 6 homeobox 1	chr12
5464	PPA1	IOPPP|PP|PP1|SID6-8061	pyrophosphatase (inorganic) 1	chr10
5465	PPARA	NR1C1|PPAR|PPARalpha|hPPAR	peroxisome proliferator-activated receptor alpha	chr22
5467	PPARD	FAAR|NR1C2|NUC1|NUCI|NUCII|PPARB	peroxisome proliferator-activated receptor delta	chr6
5468	PPARG	CIMT1|GLM1|NR1C3|PPARG1|PPARG2|PPARgamma	peroxisome proliferator-activated receptor gamma	chr3
5470	PPEF2	PPP7CB	protein phosphatase, EF-hand calcium binding domain 2	chr4
5471	PPAT	ATASE|GPAT|PRAT	phosphoribosyl pyrophosphate amidotransferase	chr4
5473	PPBP	B-TG1|Beta-TG|CTAP-III|CTAP3|CTAPIII|CXCL7|LA-PF4|LDGF|MDGF|NAP-2|PBP|SCYB7|TC1|TC2|TGB|TGB1|THBGB|THBGB1	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	chr4
5475	PPEF1	PP7|PPEF|PPP7C|PPP7CA	protein phosphatase, EF-hand calcium binding domain 1	chrX
5476	CTSA	GLB2|GSL|NGBE|PPCA|PPGB	cathepsin A	chr20
5478	PPIA	CYPA|CYPH	peptidylprolyl isomerase A (cyclophilin A)	chr7
5479	PPIB	CYP-S1|CYPB|OI9|SCYLP	peptidylprolyl isomerase B (cyclophilin B)	chr15
5480	PPIC	CYPC	peptidylprolyl isomerase C (cyclophilin C)	chr5
5481	PPID	CYP-40|CYPD	peptidylprolyl isomerase D	chr4
5493	PPL	-	periplakin	chr16
5494	PPM1A	PP2C-ALPHA|PP2CA|PP2Calpha	protein phosphatase, Mg2+/Mn2+ dependent, 1A	chr14
5495	PPM1B	PP2C-beta-X|PP2CB|PP2CBETA|PPC2BETAX	protein phosphatase, Mg2+/Mn2+ dependent, 1B	chr2
5496	PPM1G	PP2CG|PP2CGAMMA|PPP2CG	protein phosphatase, Mg2+/Mn2+ dependent, 1G	chr2
5498	PPOX	PPO|V290M|VP	protoporphyrinogen oxidase	chr1
5499	PPP1CA	PP-1A|PP1A|PP1alpha|PPP1A	protein phosphatase 1, catalytic subunit, alpha isozyme	chr11
5500	PPP1CB	PP-1B|PP1B|PP1beta|PPP1CD	protein phosphatase 1, catalytic subunit, beta isozyme	chr2
5501	PPP1CC	PP-1G|PP1C|PPP1G	protein phosphatase 1, catalytic subunit, gamma isozyme	chr12
5502	PPP1R1A	I1|IPP1	protein phosphatase 1, regulatory (inhibitor) subunit 1A	chr12
5504	PPP1R2	IPP-2|IPP2	protein phosphatase 1, regulatory (inhibitor) subunit 2	chr3
5507	PPP1R3C	PPP1R5	protein phosphatase 1, regulatory subunit 3C	chr10
5509	PPP1R3D	PPP1R6	protein phosphatase 1, regulatory subunit 3D	chr20
5510	PPP1R7	SDS22	protein phosphatase 1, regulatory subunit 7	chr2
5511	PPP1R8	ARD-1|ARD1|NIPP-1|NIPP1|PRO2047	protein phosphatase 1, regulatory subunit 8	chr1
5514	PPP1R10	CAT53|FB19|PNUTS|PP1R10|R111|p99	protein phosphatase 1, regulatory subunit 10	chr6
5515	PPP2CA	PP2Ac|PP2CA|PP2Calpha|RP-C	protein phosphatase 2, catalytic subunit, alpha isozyme	chr5
5516	PPP2CB	PP2Abeta|PP2CB	protein phosphatase 2, catalytic subunit, beta isozyme	chr8
5518	PPP2R1A	PP2A-Aalpha|PP2AAALPHA|PR65A	protein phosphatase 2, regulatory subunit A, alpha	chr19
5519	PPP2R1B	PP2A-Abeta|PR65B	protein phosphatase 2, regulatory subunit A, beta	chr11
5520	PPP2R2A	B55A|B55ALPHA|PR52A|PR55A	protein phosphatase 2, regulatory subunit B, alpha	chr8
5521	PPP2R2B	B55BETA|PP2AB55BETA|PP2ABBETA|PP2APR55B|PP2APR55BETA|PR2AB55BETA|PR2ABBETA|PR2APR55BETA|PR52B|PR55-BETA|PR55BETA|SCA12	protein phosphatase 2, regulatory subunit B, beta	chr5
5523	PPP2R3A	PPP2R3|PR130|PR72	protein phosphatase 2, regulatory subunit B'', alpha	chr3
5525	PPP2R5A	B56A|PR61A	protein phosphatase 2, regulatory subunit B', alpha	chr1
5526	PPP2R5B	B56B|PR61B	protein phosphatase 2, regulatory subunit B', beta	chr11
5527	PPP2R5C	B56G|PR61G	protein phosphatase 2, regulatory subunit B', gamma	chr14
5528	PPP2R5D	B56D	protein phosphatase 2, regulatory subunit B', delta	chr6
5529	PPP2R5E	-	protein phosphatase 2, regulatory subunit B', epsilon isoform	chr14
5530	PPP3CA	CALN|CALNA|CALNA1|CCN1|CNA1|PPP2B	protein phosphatase 3, catalytic subunit, alpha isozyme	chr4
5531	PPP4C	PP4|PP4C|PPH3|PPP4|PPX	protein phosphatase 4, catalytic subunit	chr16
5532	PPP3CB	CALNA2|CALNB|CNA2|PP2Bbeta	protein phosphatase 3, catalytic subunit, beta isozyme	chr10
5533	PPP3CC	CALNA3|CNA3|PP2Bgamma	protein phosphatase 3, catalytic subunit, gamma isozyme	chr8
5536	PPP5C	PP5|PPP5|PPT	protein phosphatase 5, catalytic subunit	chr19
5537	PPP6C	PP6|PP6C	protein phosphatase 6, catalytic subunit	chr9
5538	PPT1	CLN1|INCL|PPT	palmitoyl-protein thioesterase 1	chr1
5539	PPY	PNP	pancreatic polypeptide	chr17
5540	PPYR1	NPY4-R|PP1|PPYR1|Y4	neuropeptide Y receptor Y4	chr10
5542	PRB1	PM|PMF|PMS|PRB1L|PRB1M	proline-rich protein BstNI subfamily 1	chr12
5544	PRB3	G1|PRG	proline-rich protein BstNI subfamily 3	chr12
5546	PRCC	RCCP1|TPRC	papillary renal cell carcinoma (translocation-associated)	chr1
5547	PRCP	HUMPCP|PCP	prolylcarboxypeptidase (angiotensinase C)	chr11
5549	PRELP	MST161|MSTP161|SLRR2A	proline/arginine-rich end leucine-rich repeat protein	chr1
5550	PREP	PE|PEP	prolyl endopeptidase	chr6
5551	PRF1	FLH2|HPLH2|P1|PFN1|PFP	perforin 1 (pore forming protein)	chr10
5552	SRGN	PPG|PRG|PRG1	serglycin	chr10
5553	PRG2	BMPG|MBP|MBP1	proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein)	chr11
5557	PRIM1	p49	primase, DNA, polypeptide 1 (49kDa)	chr12
5562	PRKAA1	AMPK|AMPKa1	protein kinase, AMP-activated, alpha 1 catalytic subunit	chr5
5563	PRKAA2	AMPK|AMPK2|AMPKa2|PRKAA	protein kinase, AMP-activated, alpha 2 catalytic subunit	chr1
5564	PRKAB1	AMPK|HAMPKb	protein kinase, AMP-activated, beta 1 non-catalytic subunit	chr12
5565	PRKAB2	-	protein kinase, AMP-activated, beta 2 non-catalytic subunit	chr1
5566	PRKACA	PKACA	protein kinase, cAMP-dependent, catalytic, alpha	chr19
5567	PRKACB	PKACB	protein kinase, cAMP-dependent, catalytic, beta	chr1
5568	PRKACG	KAPG|PKACg	protein kinase, cAMP-dependent, catalytic, gamma	chr9
5569	PKIA	PRKACN1	protein kinase (cAMP-dependent, catalytic) inhibitor alpha	chr8
5571	PRKAG1	AMPKG	protein kinase, AMP-activated, gamma 1 non-catalytic subunit	chr12
5573	PRKAR1A	ACRDYS1|ADOHR|CAR|CNC|CNC1|PKR1|PPNAD1|PRKAR1|TSE1	protein kinase, cAMP-dependent, regulatory, type I, alpha	chr17
5576	PRKAR2A	PKR2|PRKAR2	protein kinase, cAMP-dependent, regulatory, type II, alpha	chr3
5577	PRKAR2B	PRKAR2|RII-BETA	protein kinase, cAMP-dependent, regulatory, type II, beta	chr7
5578	PRKCA	AAG6|PKC-alpha|PKCA|PRKACA	protein kinase C, alpha	chr17
5580	PRKCD	MAY1|PKCD|nPKC-delta	protein kinase C, delta	chr3
5581	PRKCE	PKCE|nPKC-epsilon	protein kinase C, epsilon	chr2
5582	PRKCG	PKC-gamma|PKCC|PKCG|SCA14	protein kinase C, gamma	chr19
5583	PRKCH	PKC-L|PKCL|PRKCL|nPKC-eta	protein kinase C, eta	chr14
5584	PRKCI	DXS1179E|PKCI|nPKC-iota	protein kinase C, iota	chr3
5585	PKN1	DBK|PAK-1|PAK1|PKN|PKN-ALPHA|PRK1|PRKCL1	protein kinase N1	chr19
5586	PKN2	PAK2|PRK2|PRKCL2|PRO2042|Pak-2	protein kinase N2	chr1
5587	PRKD1	PKC-MU|PKCM|PKD|PRKCM	protein kinase D1	chr14
5588	PRKCQ	PRKCT|nPKC-theta	protein kinase C, theta	chr10
5589	PRKCSH	AGE-R2|G19P1|PCLD|PKCSH|PLD1	protein kinase C substrate 80K-H	chr19
5591	PRKDC	DNA-PKcs|DNAPK|DNPK1|HYRC|HYRC1|XRCC7|p350	protein kinase, DNA-activated, catalytic polypeptide	chr8
5592	PRKG1	1|PKG|PRKG1B|PRKGR1B|cGK|cGK 1|cGK1|cGKI|cGKI-BETA|cGKI-alpha	protein kinase, cGMP-dependent, type I	chr10
5593	PRKG2	PRKGR2|cGKII	protein kinase, cGMP-dependent, type II	chr4
5594	MAPK1	ERK|ERK2|ERT1|MAPK2|P42MAPK|PRKM1|PRKM2|p38|p40|p41|p41mapk	mitogen-activated protein kinase 1	chr22
5595	MAPK3	ERK-1|ERK1|ERT2|HS44KDAP|HUMKER1A|P44ERK1|P44MAPK|PRKM3|p44-ERK1|p44-MAPK	mitogen-activated protein kinase 3	chr16
5596	MAPK4	ERK-4|ERK3|Erk4|MAPK 4|PRKM4|p63MAPK	mitogen-activated protein kinase 4	chr18
5597	MAPK6	ERK3|HsT17250|PRKM6|p97MAPK	mitogen-activated protein kinase 6	chr15
5598	MAPK7	BMK1|ERK4|ERK5|PRKM7	mitogen-activated protein kinase 7	chr17
5599	MAPK8	JNK|JNK-46|JNK1|JNK1A2|JNK21B1/2|PRKM8|SAPK1|SAPK1c	mitogen-activated protein kinase 8	chr10
5600	MAPK11	P38B|P38BETA2|PRKM11|SAPK2|SAPK2B|p38-2|p38Beta	mitogen-activated protein kinase 11	chr22
5601	MAPK9	JNK-55|JNK2|JNK2A|JNK2ALPHA|JNK2B|JNK2BETA|PRKM9|SAPK|SAPK1a|p54a|p54aSAPK	mitogen-activated protein kinase 9	chr5
5602	MAPK10	JNK3|JNK3A|PRKM10|SAPK1b|p493F12|p54bSAPK	mitogen-activated protein kinase 10	chr4
5603	MAPK13	MAPK 13|MAPK-13|PRKM13|SAPK4|p38delta	mitogen-activated protein kinase 13	chr6
5604	MAP2K1	CFC3|MAPKK1|MEK1|MKK1|PRKMK1	mitogen-activated protein kinase kinase 1	chr15
5605	MAP2K2	CFC4|MAPKK2|MEK2|MKK2|PRKMK2	mitogen-activated protein kinase kinase 2	chr19
5606	MAP2K3	MAPKK3|MEK3|MKK3|PRKMK3|SAPKK-2|SAPKK2	mitogen-activated protein kinase kinase 3	chr17
5607	MAP2K5	HsT17454|MAPKK5|MEK5|PRKMK5	mitogen-activated protein kinase kinase 5	chr15
5608	MAP2K6	MAPKK6|MEK6|MKK6|PRKMK6|SAPKK-3|SAPKK3	mitogen-activated protein kinase kinase 6	chr17
